sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.7216;1.0443;10.3643;-1.3737;1.2976;9.6229;0.0571;0.2321;0.2532;-0.2965;-0.1068;-0.3278;4.9;23.64;24.81;-9.04;319.73;-6.54;9.13;2.0;64.563;;;;NaN;;;;0 / 0;478067;2021-03-12 21:45:35:445
-2.2007;1.1593;9.775;-1.4666;1.5037;9.5791;-0.1904;0.0963;0.0681;-0.0593;0.0489;-0.0473;4.9;23.18;26.1;-8.93;322.17;-8.47;8.65;2.0;59.722;;;;NaN;;;;0 / 0;478567;2021-03-12 21:45:35:945
-2.0761;1.4468;9.8421;-1.5421;1.296;9.5975;-0.3113;0.0929;0.2442;0.2798;0.1164;-0.0433;4.9;22.45;27.21;-8.64;324.45;-8.48;8.74;2.0;54.778;;;;NaN;;;;0 / 0;479067;2021-03-12 21:45:36:445
-1.0365;1.8205;10.1966;-1.0826;1.4597;9.6368;-0.037;0.0142;-0.1694;0.2225;0.1043;-0.3904;4.9;20.73;27.74;-10.81;327.07;-8.58;8.0;2.0;66.82;;;;NaN;;;;0 / 0;479567;2021-03-12 21:45:36:945
-1.2329;1.763;9.042;-1.5446;1.4914;9.5687;0.175;0.103;-0.4029;0.5321;-0.0794;-0.0589;4.6;18.2;30.13;-11.58;333.56;-8.75;9.17;2.0;65.647;;;;NaN;;;;0 / 0;480068;2021-03-12 21:45:37:446
-1.2808;1.8253;9.5403;-1.7128;1.8189;9.4831;0.4754;0.2222;-0.0981;-0.0569;-0.0571;-0.7977;4.3;14.97;31.87;-13.63;340.21;-9.06;10.14;2.0;48.508;;;;NaN;;;;0 / 0;480566;2021-03-12 21:45:37:944
0.051;1.5234;7.9832;-2.1789;1.7266;9.4043;1.3175;-0.2998;-2.8819;-0.1916;-0.981;-1.0911;4.0;10.16;33.83;-15.0;350.26;-10.87;13.31;2.0;48.508;;;;NaN;;;;0 / 0;481067;2021-03-12 21:45:38:445
0.0127;2.5631;9.1618;-2.2927;1.5973;9.4001;-0.059;-0.1522;-1.1905;0.3324;0.2139;-1.3958;3.6;-18.62;22.74;-25.88;47.05;-3.9;17.78;2.0;47.673;;;;NaN;;;;0 / 0;481567;2021-03-12 21:45:38:945
-2.2199;0.8623;9.157;-2.3422;0.6621;9.4998;0.5123;-0.7426;-0.0366;0.5743;0.2813;-0.6705;3.0;-26.22;6.03;-27.6;76.67;-3.23;10.56;2.0;50.952;;;;NaN;;;;0 / 0;482068;2021-03-12 21:45:39:446
-3.7721;1.2216;8.6971;-3.5972;0.7468;9.0925;0.0229;0.4279;-0.6194;-0.1541;0.0177;0.2906;3.0;-23.01;-3.7;-31.18;93.47;-5.4;19.09;2.0;45.538;;;;NaN;;;;0 / 0;482568;2021-03-12 21:45:39:946
-3.3266;1.7438;8.7546;-3.6016;1.128;9.0513;0.2343;0.3017;0.1593;-0.253;0.0402;0.2255;3.0;-23.1;1.15;-32.08;84.09;-6.61;21.7;2.0;50.857;;;;NaN;;;;0 / 0;483068;2021-03-12 21:45:40:446
-2.6127;1.4516;9.0468;-2.9663;1.4762;9.23;0.6056;0.1431;-0.0576;-0.251;-0.0045;0.3;2.7;-22.64;9.56;-30.1;67.96;-7.61;18.62;2.0;52.957;;;;NaN;;;;0 / 0;483569;2021-03-12 21:45:40:947
-1.9755;1.0108;10.0098;-2.6445;1.1098;9.3779;0.5426;-0.3598;0.4825;0.4375;-0.0397;0.1859;3.0;-22.09;14.31;-28.82;58.51;-8.43;13.43;2.0;49.621;;;;NaN;;;;0 / 0;484068;2021-03-12 21:45:41:446
-2.6798;1.3797;9.3103;-2.5458;1.3222;9.3777;-0.2373;0.1148;0.0107;-0.0132;-0.0928;-0.0522;3.0;-22.48;13.58;-28.91;59.33;-8.01;14.74;2.0;59.351;;;;NaN;;;;0 / 0;484568;2021-03-12 21:45:41:946
-1.851;1.993;9.6505;-2.3948;1.5266;9.3864;0.1201;0.0669;-0.296;-0.031;-0.1008;0.073;3.0;-22.43;13.94;-28.61;60.1;-7.62;16.03;2.0;57.506;;;;NaN;;;;0 / 0;485067;2021-03-12 21:45:42:445
-2.3061;1.5522;9.1666;-2.3697;1.4941;9.398;-0.5653;0.2134;-0.13;-0.0231;0.045;0.0491;3.0;-22.56;13.86;-29.16;60.0;-8.16;14.43;2.0;54.865;;;;NaN;;;;0 / 0;485567;2021-03-12 21:45:42:945
-2.0091;1.6863;9.3822;-2.2466;1.5794;9.4143;-0.0823;0.0115;-0.114;0.0053;-0.0507;0.0582;3.0;-22.62;14.42;-28.41;59.05;-9.06;13.28;2.0;60.808;;;;NaN;;;;0 / 0;486066;2021-03-12 21:45:43:444
-2.2055;1.9355;9.1762;-2.1027;1.758;9.4159;-0.0161;-0.0572;0.1046;0.0053;-0.0072;-0.0186;3.0;-22.72;13.75;-28.59;57.94;-10.35;12.41;2.0;45.03;;;;NaN;;;;0 / 0;486567;2021-03-12 21:45:43:945
-2.2486;1.7486;9.4109;-2.3717;1.6447;9.3723;0.0042;0.0186;0.0421;-0.1203;0.1424;-0.1543;3.0;-22.3;13.81;-29.25;57.34;-10.51;13.26;2.0;43.478;;;;NaN;;;;0 / 0;487066;2021-03-12 21:45:44:444
-2.6367;1.6049;9.4157;-2.5668;1.6493;9.32;0.0042;-0.0405;-0.0091;0.0228;0.0339;0.0371;3.0;-22.07;13.34;-29.56;60.27;-9.41;15.2;2.0;48.714;;;;NaN;;;;0 / 0;487566;2021-03-12 21:45:44:944
-2.5217;1.6624;9.3055;-2.51;1.6593;9.3336;-0.0157;0.0143;0.089;-0.0379;-0.0195;0.0322;3.0;-22.08;13.55;-29.65;58.8;-9.65;15.4;2.0;44.451;;;;NaN;;;;0 / 0;488066;2021-03-12 21:45:45:444
-2.1528;1.878;9.4588;-2.1335;1.7817;9.4045;0.0407;-0.0178;0.0279;0.0411;-0.0546;0.0299;3.0;-22.82;14.72;-28.43;57.23;-10.21;13.6;2.0;39.689;;;;NaN;;;;0 / 0;488568;2021-03-12 21:45:45:946
-1.9037;1.9259;9.2911;-2.1017;1.8361;9.4012;0.1577;0.1176;0.1232;0.0404;-0.0014;-0.0159;3.0;-22.98;13.66;-28.4;58.09;-10.5;12.76;2.0;34.583;;;;NaN;;;;0 / 0;489067;2021-03-12 21:45:46:445
-1.9324;1.7869;9.593;-1.9042;1.7958;9.4509;-0.0277;-0.0826;0.2196;-0.0295;-0.0428;-0.0049;3.0;-23.3;13.83;-27.91;57.37;-10.86;11.64;2.0;55.116;;;;NaN;;;;0 / 0;489567;2021-03-12 21:45:46:945
-1.9995;1.8636;9.3199;-1.8897;1.8969;9.434;0.0698;0.2024;-0.0072;-0.054;0.0943;-0.0803;3.0;-23.53;13.78;-28.41;58.19;-10.72;11.26;2.0;53.996;;;;NaN;;;;0 / 0;490067;2021-03-12 21:45:47:445
-2.7133;1.4037;9.1618;-2.1045;1.5951;9.4444;-0.4993;-0.0528;-0.2173;-0.2812;0.0682;0.7743;3.3;-20.18;18.81;-27.36;48.19;-10.48;12.51;2.0;57.036;;;;NaN;;;;0 / 0;490567;2021-03-12 21:45:47:945
-3.6763;-0.9391;10.0625;-2.4512;0.4845;9.483;-1.3519;-1.2717;0.8233;-0.4687;-0.5488;1.6173;3.3;0.98;35.46;-16.34;5.13;-3.91;15.21;2.0;54.28;;;;NaN;;;;0 / 0;491066;2021-03-12 21:45:48:444
-1.5779;0.9198;10.12;-1.9805;1.0644;9.5454;0.1031;-0.6339;0.7209;-0.0814;0.0805;2.019;4.6;27.36;20.19;-7.2;310.31;-6.23;11.72;2.0;53.992;;;;NaN;;;;0 / 0;491568;2021-03-12 21:45:48:946
-2.5025;1.6049;9.0756;-2.5401;1.3495;9.3754;0.7161;0.364;-0.371;-0.3994;0.3305;1.6651;4.9;32.47;0.41;-4.57;273.52;-8.18;14.48;2.0;46.449;;;;NaN;;;;0 / 0;492067;2021-03-12 21:45:49:445
-0.9551;1.4707;9.0468;-1.399;1.5913;9.575;0.7388;-0.5515;0.6396;-0.0393;0.5121;1.6596;6.1;23.75;-21.64;-10.75;226.2;-4.1;9.84;2.0;51.82;;;;NaN;;;;0 / 0;492567;2021-03-12 21:45:49:945
-0.7922;1.969;10.3979;-1.2707;1.7549;9.5643;0.8986;0.3428;-0.0045;-0.1147;0.1229;1.7008;5.2;5.63;-32.59;-13.59;186.81;-10.16;9.65;2.0;49.615;;;;NaN;;;;0 / 0;493066;2021-03-12 21:45:50:444
-3.5182;-2.4483;9.3486;-3.7481;-2.4192;8.7333;0.8268;1.0856;0.4802;-2.6888;0.8994;1.3793;2.4;-18.17;-3.9;-34.59;108.34;14.28;23.23;2.0;59.468;;;;NaN;;;;0 / 0;493567;2021-03-12 21:45:50:945
-3.0391;1.4324;9.8182;-2.7495;0.9193;9.3683;0.1957;1.3382;-0.2187;-2.3223;0.1951;0.946;3.0;-24.67;-3.72;-28.53;84.08;-21.25;18.32;2.0;54.901;;;;NaN;;;;0 / 0;494068;2021-03-12 21:45:51:446
-1.597;3.1667;7.9832;-2.142;3.0459;9.0722;0.2608;0.2088;-0.3429;-0.123;0.6583;0.7874;3.3;-20.27;14.24;-28.82;49.81;-18.41;10.62;2.0;45.877;;;;NaN;;;;0 / 0;494569;2021-03-12 21:45:51:947
-1.07;1.5378;8.2467;-1.751;0.7971;9.6161;-0.3717;-0.8337;1.2852;-0.6417;-0.2594;0.2819;3.6;-11.92;29.02;-22.37;31.92;7.58;12.1;2.0;49.062;;;;NaN;;;;0 / 0;495066;2021-03-12 21:45:52:444
-1.0221;0.7377;10.417;-1.2802;-0.1791;9.7211;-0.4154;0.7768;1.0831;0.0671;-0.3527;-0.3241;3.7;-11.1;33.51;-17.2;21.27;1.05;7.5;2.0;51.95;;;;NaN;;;;0 / 0;495567;2021-03-12 21:45:52:945
-1.8222;3.023;8.4144;-1.2928;2.6694;9.3474;0.2601;-0.0303;0.4328;0.0935;0.1864;-0.1086;4.0;-13.18;25.93;-24.91;26.7;-16.8;6.88;2.0;57.475;;;;NaN;;;;0 / 0;496067;2021-03-12 21:45:53:445
-1.7695;3.32;8.218;-1.6998;2.1293;9.4206;0.266;-0.973;-0.2611;2.4434;-0.0851;-0.0247;3.7;-10.32;28.48;-23.69;26.86;-2.61;11.71;2.0;53.271;;;;NaN;;;;0 / 0;496566;2021-03-12 21:45:53:944
-1.4389;3.55;8.8025;-1.4493;3.027;9.2145;0.0112;-0.0215;0.7452;0.5891;-0.0796;0.0742;4.0;-11.28;24.95;-26.5;26.43;-15.06;9.36;2.0;53.478;;;;NaN;;;;0 / 0;497067;2021-03-12 21:45:54:445
-1.1946;2.9799;8.6204;-2.0114;1.906;9.407;1.078;0.8524;-0.254;0.3523;-0.0348;-0.1917;3.7;-11.27;29.78;-22.42;22.7;-15.65;9.09;2.0;54.27;;;;NaN;;;;0 / 0;497567;2021-03-12 21:45:54:945
0.1469;3.2721;8.6875;-1.457;2.7114;9.311;0.453;-0.5888;-1.4638;0.221;-0.2313;0.0117;4.0;-17.28;22.24;-27.27;42.96;-8.25;14.46;2.0;55.74;;;;NaN;;;;0 / 0;498067;2021-03-12 21:45:55:445
-1.4581;1.8157;10.096;-1.6907;2.0809;9.433;-0.0133;0.0364;0.306;0.1083;-0.259;-0.5003;3.0;-20.62;19.12;-27.65;52.46;-3.32;12.12;2.0;50.957;;;;NaN;;;;0 / 0;498567;2021-03-12 21:45:55:945
-2.4594;2.381;9.2337;-2.5857;2.0807;9.228;-0.3296;0.172;-0.28;0.0445;0.0406;0.0283;3.0;-20.39;15.55;-29.97;53.5;-11.1;15.62;2.0;54.595;;;;NaN;;;;0 / 0;499067;2021-03-12 21:45:56:445
-2.7565;1.7965;9.4876;-2.7574;1.821;9.2331;-0.0505;0.2211;-0.0985;-0.3488;0.1272;0.027;3.0;-19.51;17.07;-29.74;52.91;-10.7;16.63;2.0;55.802;;;;NaN;;;;0 / 0;499567;2021-03-12 21:45:56:945
-2.4594;2.1223;9.2145;-2.3711;2.0729;9.2872;0.0035;0.0086;0.0017;-0.0286;-0.0067;0.1346;3.3;-18.55;19.29;-29.5;47.6;-12.18;14.59;2.0;57.392;;;;NaN;;;;0 / 0;500066;2021-03-12 21:45:57:444
-1.7024;2.2181;9.3582;-1.9266;2.1894;9.363;0.1644;0.0298;0.0696;0.0031;-0.049;0.0744;3.4;-17.83;21.47;-27.92;42.95;-12.63;12.93;2.0;47.258;;;;NaN;;;;0 / 0;500567;2021-03-12 21:45:57:945
-1.6545;2.266;9.4492;-1.6783;2.2395;9.3989;-0.0651;0.0334;0.0761;0.0359;-0.0472;-0.0635;3.3;-18.99;20.53;-27.48;42.51;-13.02;10.33;2.0;50.799;;;;NaN;;;;0 / 0;501067;2021-03-12 21:45:58:445
-1.415;2.2565;9.4157;-1.5616;2.2586;9.4144;-0.1324;-0.0159;-0.0661;0.0024;-0.1194;-0.059;3.3;-20.68;19.68;-26.91;45.38;-13.32;9.42;2.0;54.853;;;;NaN;;;;0 / 0;501567;2021-03-12 21:45:58:945
-1.3096;2.3331;9.5738;-1.2083;2.3197;9.4514;-0.0213;0.0267;0.0125;0.0022;0.0108;-0.0834;3.3;-21.29;19.43;-26.81;45.11;-13.74;7.34;2.0;51.342;;;;NaN;;;;0 / 0;502067;2021-03-12 21:45:59:445
-1.07;2.4433;9.6121;-1.1615;2.3609;9.4471;0.0186;-0.007;-0.0263;-0.0035;-0.0268;0.0173;3.3;-22.23;18.49;-26.74;47.46;-13.68;7.28;2.0;46.532;;;;NaN;;;;0 / 0;502567;2021-03-12 21:45:59:945
-1.0269;2.3954;9.5642;-1.0253;2.3653;9.4617;-0.0193;0.005;-0.0011;0.0058;-0.025;0.0514;3.3;-21.98;18.97;-26.58;45.55;-14.07;6.32;2.0;45.421;;;;NaN;;;;0 / 0;503068;2021-03-12 21:46:00:446
-0.9263;2.4002;9.4732;-0.8786;2.3748;9.4741;-0.0335;-0.0085;-0.0756;-0.014;-0.0428;0.0259;3.3;-22.23;19.39;-25.99;45.18;-14.01;5.4;2.0;50.037;;;;NaN;;;;0 / 0;503567;2021-03-12 21:46:00:945
-0.7443;2.4625;9.5067;-0.7885;2.4206;9.4704;-0.0236;-0.0075;0.012;0.0101;-0.0197;0.0139;3.4;-22.36;19.32;-25.89;44.8;-14.22;4.92;2.0;46.521;;;;NaN;;;;0 / 0;504066;2021-03-12 21:46:01:444
-2.2199;2.0217;9.4013;-1.4219;2.2265;9.4441;-0.6936;0.0178;-0.6168;-0.2262;0.1752;0.2607;3.3;-20.91;19.67;-27.0;44.95;-13.12;8.56;2.0;65.603;;;;NaN;;;;0 / 0;504567;2021-03-12 21:46:01:945
-1.3767;-0.4073;7.8922;-2.3935;1.8028;9.3376;-1.3195;-1.3064;-0.1754;-0.7382;0.3104;1.8603;3.7;-10.37;28.82;-24.53;26.06;-10.59;14.38;2.0;64.165;;;;NaN;;;;0 / 0;505067;2021-03-12 21:46:02:445
-2.4834;2.4673;9.7367;-2.2201;1.8782;9.3656;1.0175;-1.2656;-1.3016;-0.8061;0.4921;1.783;3.6;23.65;26.31;-9.74;323.5;-11.04;13.34;2.0;53.706;;;;NaN;;;;0 / 0;505567;2021-03-12 21:46:02:945
-1.8031;0.4167;9.2576;-2.2691;0.3351;9.5346;0.7125;0.3192;0.0573;-0.3601;-0.3369;1.0252;5.5;30.93;12.59;-3.6;295.14;-2.66;15.26;2.0;54.823;;;;NaN;;;;0 / 0;506067;2021-03-12 21:46:03:445
-0.1406;1.0587;9.6601;-1.89;0.9011;9.5805;1.6042;0.0641;0.5053;0.6248;-0.2925;-1.5059;5.5;31.24;11.76;-4.93;293.74;-5.27;11.16;2.0;56.581;;;;NaN;;;;0 / 0;506567;2021-03-12 21:46:03:945
-6.1485;-2.9657;9.1235;-3.813;-0.4403;9.0243;-2.4113;-2.5701;-0.0507;1.668;-0.4578;-1.2729;3.3;3.04;37.67;-14.35;4.11;2.57;22.91;2.0;62.184;;;;NaN;;;;0 / 0;507066;2021-03-12 21:46:04:444
-2.5265;0.7186;9.7559;-1.9606;1.4611;9.4969;-0.6385;-0.9497;0.0729;0.6065;-0.556;-1.3369;3.3;-20.99;20.8;-26.71;47.23;-8.57;11.66;2.0;61.395;;;;NaN;;;;0 / 0;507569;2021-03-12 21:46:04:947
-1.736;0.388;9.9283;-1.0973;1.4967;9.6295;1.3297;0.2709;1.2017;-0.3007;0.35;-2.1217;3.3;-26.12;-8.5;-27.77;99.97;-8.78;6.5;2.0;61.529;;;;NaN;;;;0 / 0;508067;2021-03-12 21:46:05:445
-2.7804;1.1402;9.3486;-2.4027;0.7631;9.4771;-0.7942;0.4766;-0.1421;0.0983;-0.1044;0.09;4.2;-20.52;-18.32;-26.47;121.12;-5.44;13.47;2.0;57.969;;;;NaN;;;;0 / 0;508567;2021-03-12 21:46:05:945
-2.0522;1.3989;9.4876;-2.0545;1.2865;9.5023;-0.1023;0.0083;-0.1139;-0.1475;-0.0071;1.0568;3.7;-26.23;-9.78;-27.09;103.3;-7.04;12.61;2.0;52.581;;;;NaN;;;;0 / 0;509067;2021-03-12 21:46:06:445
-0.7059;1.4085;9.9092;-1.6087;1.4597;9.563;0.4177;-0.2719;0.0341;-0.1552;-0.0431;1.1379;3.4;-25.61;12.92;-26.8;61.76;-8.56;9.55;2.0;52.805;;;;NaN;;;;0 / 0;509567;2021-03-12 21:46:06:945
-0.3945;1.7678;10.0864;-0.9263;1.4554;9.6537;0.2776;0.0804;-0.3347;-0.0945;-0.0921;0.3635;3.3;-21.89;21.3;-25.29;45.79;-8.48;6.62;2.0;50.805;;;;NaN;;;;0 / 0;510067;2021-03-12 21:46:07:445
-1.7791;2.5391;3.2737;-0.4207;5.0373;8.4035;0.0937;-2.7816;1.7932;0.7883;-0.1628;-2.0568;3.3;-27.41;3.93;-26.36;74.44;-10.72;5.91;2.0;42.332;;;;NaN;;;;0 / 0;510567;2021-03-12 21:46:07:945
-2.2726;0.4886;9.2384;-2.229;0.2877;9.5456;-0.0259;0.1714;-0.4001;-0.1157;-0.1481;-0.0137;3.0;-25.0;9.61;-29.38;71.37;-1.95;15.4;2.0;42.294;;;;NaN;;;;0 / 0;511067;2021-03-12 21:46:08:445
-2.3349;0.9821;9.3055;-2.1423;1.0017;9.5172;-0.0511;-0.0636;-0.1806;0.1101;-0.077;-0.2141;3.3;-25.75;3.23;-29.25;80.84;-5.36;12.5;2.0;46.349;;;;NaN;;;;0 / 0;511567;2021-03-12 21:46:08:945
-1.5156;1.6001;9.248;-1.8718;1.3154;9.5361;0.2005;0.0103;-0.0054;0.0886;-0.0427;-0.0614;3.6;-26.83;1.35;-27.98;82.89;-7.71;11.1;2.0;55.637;;;;NaN;;;;0 / 0;512067;2021-03-12 21:46:09:445
-1.0892;2.29;9.0324;-1.8131;1.5698;9.5089;0.2002;-0.0993;-0.4766;0.2584;-0.3596;0.0266;3.3;-27.22;1.59;-27.66;79.8;-9.22;9.91;2.0;58.521;;;;NaN;;;;0 / 0;512567;2021-03-12 21:46:09:945
-1.7839;1.5761;10.0864;-1.3076;1.878;9.5359;0.3513;0.539;0.4945;0.4357;-0.2468;0.4651;3.6;-28.2;0.1;-26.48;84.12;-9.22;10.16;2.0;50.974;;;;NaN;;;;0 / 0;513068;2021-03-12 21:46:10:446
-0.6628;2.1894;8.9797;-1.4139;2.0325;9.4889;0.3457;-0.1983;-0.5803;0.3435;-0.3742;-0.0262;3.6;-28.0;0.76;-26.79;79.33;-12.28;7.5;2.0;56.099;;;;NaN;;;;0 / 0;513568;2021-03-12 21:46:10:946
-0.7203;2.793;10.0769;-1.4151;1.8571;9.5247;-0.3622;-0.1196;-0.0371;0.2632;-0.2218;0.3179;3.6;-28.57;-0.48;-26.14;82.88;-10.92;8.45;2.0;58.315;;;;NaN;;;;0 / 0;514067;2021-03-12 21:46:11:445
-1.3287;2.0888;9.4397;-1.0449;2.3783;9.4563;0.2672;0.012;-0.1246;-0.1564;-0.0212;-0.1781;3.6;-28.82;-0.25;-25.55;81.93;-12.17;7.94;2.0;67.226;;;;NaN;;;;0 / 0;514568;2021-03-12 21:46:11:946
-1.1659;2.1319;9.3295;-1.1811;2.184;9.4871;-0.39;-0.3359;0.1089;0.0341;0.0376;-0.0118;3.6;-28.69;-0.49;-25.99;80.77;-13.36;6.75;2.0;65.128;;;;NaN;;;;0 / 0;515067;2021-03-12 21:46:12:445
-0.8832;2.817;9.2864;-0.9971;2.4455;9.4443;0.3811;0.1199;-0.2453;0.166;-0.0531;0.2011;3.3;-29.1;-0.25;-25.59;79.79;-14.44;6.03;2.0;59.387;;;;NaN;;;;0 / 0;515567;2021-03-12 21:46:12:945
-0.888;2.5535;9.7511;-1.0345;2.4685;9.4343;-0.2299;-0.3484;0.086;0.0866;-0.1072;0.0782;3.3;-28.82;-0.73;-25.56;81.48;-14.58;6.26;2.0;59.5;;;;NaN;;;;0 / 0;516070;2021-03-12 21:46:13:448
0.0463;2.3762;9.7702;-1.0131;2.5597;9.4123;0.0307;0.1494;0.0046;0.012;-0.007;0.001;3.3;-29.12;-1.49;-25.44;82.1;-14.53;6.74;2.0;62.599;;;;NaN;;;;0 / 0;516567;2021-03-12 21:46:13:945
-0.9024;2.7068;9.5499;-1.0003;2.4791;9.4352;0.1693;0.1659;0.0516;-0.0552;-0.0484;-0.034;3.3;-29.25;-1.05;-25.08;81.44;-15.26;6.24;2.0;59.858;;;;NaN;;;;0 / 0;517067;2021-03-12 21:46:14:445
-1.2377;2.702;9.4205;-0.8823;2.5065;9.4398;0.8498;-0.1754;0.6135;0.0563;-0.137;0.0037;3.3;-29.08;-1.29;-25.01;81.49;-14.96;5.81;2.0;48.379;;;;NaN;;;;0 / 0;517567;2021-03-12 21:46:14:945
-1.7791;2.0169;9.3055;-1.0007;2.4189;9.4508;-0.5011;0.2875;-0.3589;-0.2942;0.1223;0.0711;3.3;-29.29;-1.6;-25.24;82.8;-15.72;6.07;2.0;56.075;;;;NaN;;;;0 / 0;518067;2021-03-12 21:46:15:445
-0.5862;2.6733;8.9127;-0.545;2.5855;9.444;0.0338;-0.4358;-0.1265;0.0585;0.2628;1.0053;3.3;-26.42;13.34;-24.45;56.54;-14.63;3.79;2.0;50.832;;;;NaN;;;;0 / 0;518567;2021-03-12 21:46:15:945
0.693;2.5774;9.1762;0.0916;2.137;9.5705;0.4856;0.0239;-0.292;-0.0576;0.059;0.2765;3.7;-21.61;22.27;-22.93;39.47;-12.26;-0.58;2.0;64.804;;;;NaN;;;;0 / 0;519067;2021-03-12 21:46:16:445
0.2762;2.2085;9.6744;0.0481;2.1436;9.5694;0.0856;-0.0279;-0.1261;-0.0066;-0.0393;-0.1526;3.7;-23.62;19.72;-22.98;44.19;-12.63;-0.29;2.0;58.344;;;;NaN;;;;0 / 0;519567;2021-03-12 21:46:16:945
0.4966;3.1428;8.7929;-0.2094;2.2873;9.5339;-0.5025;-0.3083;-0.0388;0.2016;-0.0013;0.3388;3.6;-24.1;17.44;-23.99;48.1;-13.49;1.26;2.0;61.94;;;;NaN;;;;0 / 0;520067;2021-03-12 21:46:17:445
-2.9673;-0.3067;9.8852;-2.7232;-0.6582;9.3979;1.7924;2.0705;-0.9684;-2.5991;1.8421;-0.9481;3.3;-21.19;20.38;-26.7;42.9;-11.58;4.24;2.0;62.771;;;;NaN;;;;0 / 0;520570;2021-03-12 21:46:17:948
-3.202;-1.3895;9.8804;-2.3425;1.2363;9.4422;-0.5667;1.5385;0.0777;-2.6798;-0.8982;-0.2957;3.4;-24.92;18.28;-25.0;56.35;-7.24;13.93;2.0;58.076;;;;NaN;;;;0 / 0;521068;2021-03-12 21:46:18:446
-3.1445;1.4755;8.5917;-2.762;-0.1399;9.4086;1.1011;-2.1387;0.1353;1.4073;0.3002;1.5251;2.8;-13.3;24.17;-29.39;41.11;0.82;16.36;2.0;65.897;;;;NaN;;;;0 / 0;521567;2021-03-12 21:46:18:945
-3.0391;1.3605;10.1583;-3.3787;1.027;9.1488;0.0321;0.4828;0.085;-0.3661;-0.1412;0.1188;2.7;-8.05;27.67;-28.31;30.03;-7.88;21.87;2.0;61.495;;;;NaN;;;;0 / 0;522067;2021-03-12 21:46:19:445
-3.111;1.3845;9.1522;-3.3291;1.0879;9.1599;-0.0816;0.1576;-0.0355;0.1633;-0.0703;0.0059;2.7;-9.29;28.29;-27.15;30.26;-6.37;19.97;2.0;50.834;;;;NaN;;;;0 / 0;522567;2021-03-12 21:46:19:945
-3.3553;1.2935;8.8791;-3.2971;1.3648;9.1344;0.4322;0.0311;5.0E-4;-0.1272;0.147;-0.2278;2.7;-11.91;24.82;-28.77;37.06;-8.0;19.85;2.0;57.619;;;;NaN;;;;0 / 0;523067;2021-03-12 21:46:20:445
-3.5709;0.8814;9.1953;-3.4363;1.2816;9.0951;-0.5459;0.1459;-0.1815;-0.0136;0.1608;-0.0227;2.7;-12.06;25.44;-29.02;37.71;-7.51;20.7;2.0;56.009;;;;NaN;;;;0 / 0;523567;2021-03-12 21:46:20:945
-3.1158;1.7247;9.133;-3.2575;1.5166;9.1246;-0.0868;-0.1385;-0.0157;0.0877;-0.0304;0.1682;2.7;-11.63;26.09;-28.55;36.37;-7.7;20.14;2.0;55.903;;;;NaN;;;;0 / 0;524067;2021-03-12 21:46:21:445
-2.1432;3.6362;9.2097;-2.6721;3.0308;8.9356;-0.3054;-0.2035;-0.0094;0.1038;-0.2078;0.2259;3.0;-11.19;21.7;-30.98;33.69;-18.0;16.65;2.0;56.459;;;;NaN;;;;0 / 0;524567;2021-03-12 21:46:21:945
-2.4211;3.4302;8.9797;-2.3508;3.4166;8.8865;0.0331;0.0777;0.1301;-0.0688;-0.0094;-0.0336;3.3;-11.39;21.77;-31.21;31.68;-20.39;14.82;2.0;59.032;;;;NaN;;;;0 / 0;525067;2021-03-12 21:46:22:445
-1.2904;-0.0767;7.7868;-1.4225;1.3195;9.6128;-0.4974;-4.0017;1.6577;4.6649;-0.5378;-0.8507;3.6;-15.66;23.72;-27.71;36.23;-7.73;8.42;2.0;52.464;;;;NaN;;;;0 / 0;525566;2021-03-12 21:46:22:944
-2.9337;1.6528;6.7471;-2.9997;1.7038;9.1798;0.4757;0.4535;-2.757;0.6108;0.2385;0.0338;3.0;-11.04;29.92;-24.75;28.85;-10.01;18.1;2.0;54.251;;;;NaN;;;;0 / 0;526067;2021-03-12 21:46:23:445
-2.5457;1.3366;9.6792;-2.3828;3.4546;8.8633;-0.1635;-0.7276;-2.5994;-3.2882;-0.2788;0.5872;3.0;-11.68;27.66;-25.9;28.37;-20.63;15.05;2.0;54.468;;;;NaN;;;;0 / 0;526567;2021-03-12 21:46:23:945
-2.5696;-0.2396;9.0037;-2.1769;0.0215;9.562;0.0019;-0.5039;3.1264;1.1715;-0.2187;0.246;3.3;-9.94;29.56;-24.6;26.98;-0.13;12.83;2.0;58.784;;;;NaN;;;;0 / 0;527067;2021-03-12 21:46:24:445
