sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-3.3697;-2.3908;10.7141;0.0837;-0.1626;9.8049;-0.2581;-1.849;-0.7778;-1.0368;-0.4722;-2.5467;3.6;-23.0;-41.52;-11.62;150.22;-6.6;0.47;5.0;61.265;;;;NaN;;;;0 / 0;41067;2021-03-12 21:38:18:445
-0.222;1.9546;10.762;-1.301;0.07;9.7197;-0.1041;1.9326;-0.1822;-0.2862;-0.1169;0.5593;3.3;-12.41;-44.93;-13.53;162.98;-0.41;7.62;5.0;59.699;;;;NaN;;;;0 / 0;41567;2021-03-12 21:38:18:945
-0.0783;0.8144;7.2837;-0.6142;1.2085;9.7125;0.8665;-1.9271;0.5582;0.4662;0.6702;-0.1733;3.0;-12.48;-46.73;-9.85;164.5;-3.45;5.22;5.0;54.497;;;;NaN;;;;0 / 0;42068;2021-03-12 21:38:19:446
-1.827;0.2874;9.8517;-1.9183;0.2846;9.613;-0.4482;2.2903;0.8344;-0.3059;-0.0882;0.6744;4.0;-12.8;-44.04;-15.69;159.99;-1.66;11.29;5.0;52.362;;;;NaN;;;;0 / 0;42567;2021-03-12 21:38:19:945
-2.4403;2.5487;7.1161;-2.3084;3.0937;9.015;-0.1972;-0.9672;-2.1152;0.955;1.0185;0.2347;3.3;-20.87;-44.71;-10.42;152.41;-12.02;8.71;5.0;45.913;;;;NaN;;;;0 / 0;43067;2021-03-12 21:38:20:445
-0.6341;-1.0876;10.9057;-0.5547;-0.2801;9.7869;-0.1453;-0.9123;1.675;0.9013;-0.8255;-1.5507;3.6;-12.06;-44.87;-17.38;164.1;1.64;3.24;5.0;50.864;;;;NaN;;;;0 / 0;43567;2021-03-12 21:38:20:945
0.0223;3.6985;10.7811;0.145;2.2663;9.5401;0.0435;1.7247;0.7809;-0.8182;0.0909;0.0789;2.4;0.35;-49.51;-5.1;180.18;-22.21;-1.56;5.0;43.758;;;;NaN;;;;0 / 0;44068;2021-03-12 21:38:21:446
-0.0112;2.9128;9.066;-1.0219;4.3689;8.72;0.8615;-1.1874;-1.4177;0.5044;0.751;0.9248;3.0;-12.21;-51.21;-0.2;165.81;-22.93;4.38;5.0;51.444;;;;NaN;;;;0 / 0;44567;2021-03-12 21:38:21:945
-0.3179;2.5152;11.7058;-1.6492;2.6133;9.3071;-0.1268;1.2279;-0.4284;-0.71;-0.6069;-1.4067;3.6;0.19;-49.05;-6.36;178.7;-20.48;9.55;5.0;49.422;;;;NaN;;;;0 / 0;45068;2021-03-12 21:38:22:446
-2.033;-0.7235;10.9009;-1.0132;-0.2839;9.75;-0.9384;-1.122;-0.4887;1.0434;0.3476;-1.626;4.9;25.66;-26.74;-7.01;222.67;1.66;5.93;5.0;51.642;;;;NaN;;;;0 / 0;45567;2021-03-12 21:38:22:945
-3.6955;0.2874;10.877;-1.4095;-0.1648;9.7034;-0.9661;1.8352;0.9399;0.0464;0.5875;1.6507;5.8;25.38;-25.51;-8.96;223.3;-7.28;11.76;5.0;62.813;;;;NaN;;;;0 / 0;46066;2021-03-12 21:38:23:444
-1.4964;1.2168;8.0599;-1.2809;3.8199;8.9408;-1.0146;-2.389;1.0358;-0.7267;-0.3625;1.8261;4.5;4.88;-48.81;3.56;187.45;-25.85;15.98;5.0;62.612;;;;NaN;;;;0 / 0;46568;2021-03-12 21:38:23:946
-2.2199;3.4638;6.2968;-1.8523;2.2111;9.3728;-0.8368;1.2592;-1.4779;-1.8989;0.3155;1.2956;4.8;-18.15;-50.05;-7.5;156.24;-26.71;12.9;5.0;62.152;;;;NaN;;;;0 / 0;47068;2021-03-12 21:38:24:446
-1.8845;1.1066;6.6465;-1.7196;1.2118;9.5784;-0.8111;-1.6179;2.1684;0.5102;1.339;2.4976;2.1;-38.06;-21.79;-23.25;115.6;-7.1;10.18;5.0;63.739;;;;NaN;;;;0 / 0;47567;2021-03-12 21:38:24:945
-0.8592;2.5487;9.0276;-1.187;0.6621;9.712;-0.0308;1.0555;1.8272;0.8607;0.2974;0.9464;2.5;-31.91;3.01;-24.35;82.87;-3.87;6.97;5.0;51.391;;;;NaN;;;;0 / 0;48067;2021-03-12 21:38:25:445
-0.4999;2.1271;10.9392;-1.0729;0.4184;9.7388;0.5132;1.7359;1.2193;0.1784;0.3896;-0.1058;2.7;-26.87;12.74;-19.72;64.8;-0.97;3.84;5.0;53.461;;;;NaN;;;;0 / 0;48567;2021-03-12 21:38:25:945
-2.4211;0.0574;8.7258;-2.4589;-0.0734;9.4931;-0.2229;-0.0479;-0.7635;0.8153;0.4446;0.7719;2.7;-21.83;15.33;-19.07;63.03;7.64;12.66;5.0;59.966;;;;NaN;;;;0 / 0;49067;2021-03-12 21:38:26:445
-2.239;-2.9082;10.326;-3.9083;-2.62;8.6041;2.2438;-0.6099;2.9932;1.9965;-0.9026;0.6511;2.7;-0.33;23.16;-8.27;9.29;15.5;24.43;5.0;54.35;;;;NaN;;;;0 / 0;49567;2021-03-12 21:38:26:945
-2.8762;0.6419;11.0446;-2.3812;0.3633;9.5062;-0.6789;0.707;1.4403;-0.0054;-0.0107;-0.5544;2.7;-3.69;18.43;-19.72;18.09;-17.3;10.13;5.0;42.516;;;;NaN;;;;0 / 0;50067;2021-03-12 21:38:27:445
-0.7922;1.1018;9.133;-1.344;2.1692;9.4688;0.4699;0.4755;0.0413;0.4006;0.5124;-0.6575;2.4;-15.59;12.45;-23.52;49.41;-12.78;8.08;5.0;57.128;;;;NaN;;;;0 / 0;50567;2021-03-12 21:38:27:945
-2.5217;2.702;7.9832;-2.4501;-0.0211;9.4956;0.3051;-0.086;1.3663;1.8231;-0.3879;0.1068;2.7;-13.34;17.15;-17.85;45.19;0.12;14.47;5.0;44.12;;;;NaN;;;;0 / 0;51067;2021-03-12 21:38:28:445
-0.8592;1.0683;8.8504;-0.9722;1.9134;9.5689;0.2398;-0.9727;-0.804;0.3167;-0.2759;0.2892;3.0;-0.41;16.75;-18.12;6.67;-9.8;7.39;5.0;51.511;;;;NaN;;;;0 / 0;51566;2021-03-12 21:38:28:944
-0.3226;1.672;9.9331;-0.5474;0.2193;9.7889;-0.4034;1.2341;1.0216;-0.7592;-0.3473;-0.9011;3.0;-4.36;18.34;-16.41;15.23;-6.56;4.9;5.0;54.762;;;;NaN;;;;0 / 0;52067;2021-03-12 21:38:29:445
0.6212;0.0766;9.2432;-0.3931;0.7209;9.7722;0.0908;-0.6177;1.6964;-0.1536;-0.2303;-0.4377;3.0;-16.08;17.44;-14.45;41.81;-5.54;1.29;5.0;57.42;;;;NaN;;;;0 / 0;52568;2021-03-12 21:38:29:946
-0.3226;2.3906;9.89;-0.6624;2.4722;9.4668;-0.5879;1.1276;-0.3013;-1.1312;-0.2074;0.1785;2.7;-17.41;13.75;-18.56;44.57;-17.78;4.48;5.0;54.182;;;;NaN;;;;0 / 0;53067;2021-03-12 21:38:30:445
-0.1837;1.8923;9.775;-0.7787;1.7738;9.6134;0.9443;0.9506;0.8933;0.1732;0.1584;0.0245;2.4;-7.35;18.31;-15.28;21.96;-10.42;4.63;5.0;50.607;;;;NaN;;;;0 / 0;53567;2021-03-12 21:38:30:945
-1.1994;2.3092;8.2276;-0.2882;2.0914;9.5767;-0.1647;-1.0294;0.8793;-0.0952;0.7828;-0.1924;2.4;-7.73;18.36;-15.98;22.7;-13.15;2.95;5.0;44.295;;;;NaN;;;;0 / 0;54067;2021-03-12 21:38:31:445
-0.7011;0.8479;10.3116;-0.022;1.0089;9.7546;-0.9697;0.086;0.5041;-0.0129;-0.0517;-1.1974;2.4;-19.34;18.01;-11.56;45.26;-5.75;1.18;5.0;53.837;;;;NaN;;;;0 / 0;54567;2021-03-12 21:38:31:945
-0.2125;1.0539;9.1857;-0.8467;0.5466;9.7547;0.9313;0.2332;-0.1508;0.1298;0.071;0.8452;3.0;-17.48;19.31;-9.98;42.66;-2.24;4.94;5.0;43.645;;;;NaN;;;;0 / 0;55067;2021-03-12 21:38:32:445
0.0031;0.9341;11.2459;-1.0132;0.413;9.7454;1.0857;0.4602;0.8677;0.1746;0.0607;0.4486;3.9;-5.29;22.06;-7.14;14.36;-2.41;5.94;5.0;57.157;;;;NaN;;;;0 / 0;55567;2021-03-12 21:38:32:945
0.3193;0.4742;10.1439;0.0;2.4839;9.4869;0.2986;-2.1772;0.6461;0.5091;-0.851;-1.3947;2.7;-14.77;16.89;-14.05;36.88;-14.67;0.0;5.0;54.85;;;;NaN;;;;0 / 0;56067;2021-03-12 21:38:33:445
-0.9263;1.0683;10.4889;-0.4026;1.8233;9.6272;-0.5108;-0.7165;1.2247;0.3506;0.2808;-2.0726;2.4;-40.82;-8.62;-13.78;98.39;-13.14;3.54;5.0;54.196;;;;NaN;;;;0 / 0;56567;2021-03-12 21:38:33:945
0.0319;1.5713;10.4506;-1.0416;0.2654;9.7476;0.8263;1.1094;0.5121;0.0826;-0.1822;-0.6694;2.4;-36.03;-29.23;-11.12;127.47;-3.99;8.68;5.0;66.104;;;;NaN;;;;0 / 0;57067;2021-03-12 21:38:34:445
0.487;1.145;10.3931;-0.705;0.986;9.7315;0.6523;0.0926;0.3697;0.2937;-0.1741;-0.1865;2.4;-29.72;-39.78;-8.07;142.12;-5.77;4.14;5.0;62.693;;;;NaN;;;;0 / 0;57567;2021-03-12 21:38:34:945
-1.094;1.7055;9.6026;-0.6962;1.8458;9.6062;-0.2797;-0.1329;-0.0084;-0.1652;-0.1166;-0.2015;2.4;-24.76;-43.82;-5.81;149.11;-10.94;4.25;5.0;64.506;;;;NaN;;;;0 / 0;58066;2021-03-12 21:38:35:444
-1.2329;1.6001;10.0912;-1.0497;0.7103;9.7244;-0.8059;0.8317;0.4754;-0.4568;0.1889;-0.0602;2.2;-20.26;-44.42;-9.51;154.03;-6.92;4.96;5.0;55.522;;;;NaN;;;;0 / 0;58567;2021-03-12 21:38:35:945
-0.5335;0.6898;10.3883;-0.6509;1.224;9.7082;-0.3489;-0.1919;0.0108;0.1902;-0.2572;-0.3621;2.4;-15.99;-47.04;-7.17;160.41;-5.88;3.77;5.0;60.565;;;;NaN;;;;0 / 0;59067;2021-03-12 21:38:36:445
-0.1933;1.1977;9.8756;-0.6303;0.8218;9.7518;0.4079;0.1929;-0.0151;-0.1793;0.0296;-0.2127;2.4;-12.73;-47.15;-8.84;163.53;-6.03;3.77;5.0;48.022;;;;NaN;;;;0 / 0;59567;2021-03-12 21:38:36:945
-1.3144;1.0491;10.4745;-0.6857;0.7676;9.7525;0.6012;0.6149;1.0956;0.0634;0.08;-0.3613;3.0;-11.81;-47.46;-8.8;164.91;-4.05;3.19;5.0;62.428;;;;NaN;;;;0 / 0;60067;2021-03-12 21:38:37:445
-3.9877;1.2312;9.1905;-3.358;1.5041;9.0902;-0.2342;-0.0858;0.1816;-0.3538;0.2653;-0.1357;3.0;-10.7;-47.42;-8.05;163.82;-9.04;24.89;5.0;47.83;;;;NaN;;;;0 / 0;60567;2021-03-12 21:38:37:945
-3.2499;-0.5127;9.569;-2.9599;-1.0649;9.2885;-0.2479;0.4511;0.3467;0.0181;-0.5817;-0.3581;4.2;-15.26;-41.48;-17.86;151.95;-1.53;28.12;5.0;57.743;;;;NaN;;;;0 / 0;61066;2021-03-12 21:38:38:444
-2.675;2.3858;8.9079;-2.1304;2.0881;9.3419;-0.5552;0.4007;-0.673;-0.8709;-0.0093;0.2527;2.7;-14.37;-46.65;-6.34;161.54;-14.17;13.1;5.0;49.979;;;;NaN;;;;0 / 0;61567;2021-03-12 21:38:38:945
-2.0905;1.5666;9.4684;-1.9681;1.2485;9.5257;-0.052;0.0529;0.1322;0.4154;-0.0257;-0.0232;3.0;-17.15;-45.35;-8.8;157.37;-4.94;12.01;5.0;44.144;;;;NaN;;;;0 / 0;62067;2021-03-12 21:38:39:445
-2.378;1.1162;8.9893;-2.448;1.3867;9.3944;0.1174;-0.2728;5.0E-4;0.0357;0.1566;0.1104;3.0;-14.68;-46.12;-9.02;159.52;-8.28;13.87;5.0;52.57;;;;NaN;;;;0 / 0;62567;2021-03-12 21:38:39:945
-1.4102;1.4228;9.7798;-2.1235;1.3991;9.4712;0.7521;0.0992;0.3312;-0.014;-0.0847;-0.3216;3.0;-14.5;-46.9;-9.26;159.96;-8.5;13.36;5.0;44.572;;;;NaN;;;;0 / 0;63067;2021-03-12 21:38:40:445
-1.8031;1.1833;9.6553;-1.8119;1.1133;9.5733;0.0877;0.0263;0.1178;-0.0852;-0.0411;0.1399;3.0;-12.73;-47.28;-9.9;162.23;-6.76;11.1;5.0;46.098;;;;NaN;;;;0 / 0;63567;2021-03-12 21:38:40:945
-1.7456;0.7617;9.7271;-1.6219;0.8003;9.6384;0.1257;0.137;0.2215;-0.2745;0.0466;-0.0481;3.3;-13.72;-45.64;-12.32;160.68;-4.68;9.55;5.0;33.892;;;;NaN;;;;0 / 0;64067;2021-03-12 21:38:41:445
-1.8989;0.5125;9.4397;-1.9564;0.5751;9.5923;-0.1115;-0.0304;-0.0758;-0.0785;0.0414;0.2403;3.3;-16.43;-44.05;-12.36;157.41;-3.6;11.33;5.0;42.935;;;;NaN;;;;0 / 0;64567;2021-03-12 21:38:41:945
-2.3396;0.5509;9.8661;-2.2286;0.1399;9.5491;-0.1517;0.3277;0.3376;0.1829;-0.0379;-0.1354;3.6;-17.45;-42.71;-14.4;155.16;-1.05;13.64;5.0;61.799;;;;NaN;;;;0 / 0;65067;2021-03-12 21:38:42:445
-1.5539;1.1737;10.0385;-1.6247;0.8617;9.6327;0.1117;0.2437;0.3007;0.0067;-0.1075;-0.478;3.3;-15.99;-44.83;-11.44;157.82;-6.8;11.28;5.0;55.977;;;;NaN;;;;0 / 0;65568;2021-03-12 21:38:42:946
-2.0713;0.9198;9.708;-1.6047;1.3121;9.5851;-0.1686;0.1677;-0.1896;0.22;-0.04;-0.052;3.3;-10.77;-46.56;-9.1;164.85;-6.1;10.52;5.0;67.896;;;;NaN;;;;0 / 0;66066;2021-03-12 21:38:43:444
-0.7826;1.2599;10.2972;-1.0532;1.7945;9.5834;0.5269;-0.0593;-0.3306;-0.4561;-0.1563;0.1205;3.0;-16.78;-45.46;-9.75;157.01;-10.23;7.95;5.0;62.226;;;;NaN;;;;0 / 0;66569;2021-03-12 21:38:43:947
-1.2281;1.2551;10.8674;-1.6094;1.3144;9.584;-0.1014;0.7715;0.5685;-0.5234;-0.1395;0.3491;3.3;-17.35;-44.13;-12.83;155.42;-10.77;9.5;5.0;67.692;;;;NaN;;;;0 / 0;67067;2021-03-12 21:38:44:445
-1.5156;1.0587;9.5067;-1.2711;1.6645;9.5804;-0.3868;-0.5176;0.2251;-0.1435;-0.0052;0.0315;3.3;-20.17;-43.63;-11.99;152.77;-9.36;8.86;5.0;62.1;;;;NaN;;;;0 / 0;67568;2021-03-12 21:38:44:946
-1.3958;1.5234;9.0995;-1.4419;1.2999;9.6126;0.0388;0.4272;-0.4456;0.0572;-0.0894;-0.7698;3.9;-15.83;-43.74;-12.64;157.2;-7.62;8.53;5.0;61.035;;;;NaN;;;;0 / 0;68067;2021-03-12 21:38:45:445
-1.0796;0.1436;9.9379;-0.9348;0.3572;9.7555;-0.3607;0.3848;0.1992;-1.1752;0.2779;-0.2166;3.9;-6.22;-45.52;-13.79;169.56;-9.91;8.2;5.0;57.677;;;;NaN;;;;0 / 0;68567;2021-03-12 21:38:45:945
-0.682;0.5892;11.3081;-1.8969;2.5169;9.2864;1.6156;0.4615;-2.3208;-1.721;-0.2018;-0.538;3.6;0.0;-48.74;-6.68;178.63;-14.01;9.05;2.0;58.65;;;;NaN;;;;0 / 0;69067;2021-03-12 21:38:46:445
-1.3862;0.5078;11.2986;-2.2887;1.2259;9.4567;-0.3682;0.2848;2.8822;-0.9165;-0.1388;1.3019;4.3;-0.31;-47.88;-11.63;176.27;-9.4;14.3;2.0;55.695;;;;NaN;;;;0 / 0;69566;2021-03-12 21:38:46:944
-1.8701;1.3366;10.0194;-1.0291;3.8864;8.9447;0.2846;-2.3905;-2.02;-1.9421;0.876;-0.8835;4.3;3.34;-49.19;-2.77;183.46;-23.35;6.56;2.0;52.909;;;;NaN;;;;0 / 0;70067;2021-03-12 21:38:47:445
-1.5683;1.7965;10.7189;-1.6203;1.025;9.6174;-1.3692;2.6094;0.1662;0.381;-1.8201;-0.7747;5.1;14.66;-40.37;-8.98;199.01;-6.0;9.56;2.0;57.561;;;;NaN;;;;0 / 0;70567;2021-03-12 21:38:47:945
-1.4054;1.6336;7.1352;-2.2124;2.0;9.3421;0.3919;-1.396;1.0112;0.5179;0.4417;0.1997;5.1;17.27;-40.71;0.92;202.99;-11.77;13.32;2.0;46.933;;;;NaN;;;;0 / 0;71067;2021-03-12 21:38:48:445
-0.1645;1.8923;10.6278;-1.5098;3.0631;9.1928;-0.6637;-0.8005;0.8257;0.2069;-0.1836;0.7478;5.1;6.14;-46.83;-1.02;186.87;-13.21;17.23;2.0;67.202;;;;NaN;;;;0 / 0;71568;2021-03-12 21:38:48:946
-0.979;2.5152;9.799;-1.3649;1.901;9.5233;-0.4009;0.4732;0.035;0.1143;-0.8295;-0.471;6.4;6.49;-45.61;-4.84;186.78;-11.18;8.16;2.0;61.258;;;;NaN;;;;0 / 0;72067;2021-03-12 21:38:49:445
0.1421;0.5125;10.5703;0.2141;0.8645;9.7661;-0.262;-0.1008;-1.4083;-1.3789;0.6018;-0.2739;4.2;11.95;-38.98;-12.05;197.96;-5.06;-1.26;2.0;61.979;;;;NaN;;;;0 / 0;72566;2021-03-12 21:38:49:944
-0.5095;1.8061;10.1487;-0.2905;1.9822;9.5998;-0.029;0.2564;0.0778;0.2395;0.2588;0.6947;5.2;11.62;-43.01;-8.24;196.23;-9.59;0.35;2.0;63.232;;;;NaN;;;;0 / 0;73066;2021-03-12 21:38:50:444
-1.003;1.4228;9.8229;-0.4365;2.3856;9.502;-0.2524;-0.6538;1.0665;0.0486;0.5487;1.7689;3.9;-6.16;-51.42;-4.86;172.64;-13.63;3.1;2.0;65.044;;;;NaN;;;;0 / 0;73567;2021-03-12 21:38:50:945
1.3063;3.7081;8.9222;1.1033;3.3481;9.1511;-0.1733;0.4449;-0.6617;-0.4182;0.36;0.4997;2.1;-36.45;-38.88;-3.04;134.0;-19.96;-6.87;2.0;63.921;;;;NaN;;;;0 / 0;74068;2021-03-12 21:38:51:446
-3.7721;2.0696;9.3822;-2.0773;0.7259;9.5566;-1.6173;0.2326;0.1532;-0.391;1.4045;0.6458;1.8;-36.54;-27.16;-21.52;122.41;-4.25;12.26;2.0;64.014;;;;NaN;;;;0 / 0;74567;2021-03-12 21:38:51:945
0.7457;1.8205;9.4205;-0.5136;1.5274;9.6734;0.4199;-1.3186;1.346;-0.1937;0.7834;1.5457;1.8;-41.19;-21.93;-17.61;114.27;-10.1;1.87;2.0;65.188;;;;NaN;;;;0 / 0;75067;2021-03-12 21:38:52:445
-0.361;2.1654;8.2036;-0.0067;2.9501;9.3524;-0.1075;-1.2112;2.3539;1.4163;0.0499;1.5991;2.1;-37.19;0.75;-21.8;83.79;-9.84;4.74;2.0;58.313;;;;NaN;;;;0 / 0;75568;2021-03-12 21:38:52:946
-1.0748;2.9991;10.1248;-0.4706;2.747;9.4023;-0.344;1.1067;-0.5442;-0.116;0.4263;0.2801;2.1;-28.41;10.42;-24.62;60.99;-16.27;2.87;2.0;65.392;;;;NaN;;;;0 / 0;76068;2021-03-12 21:38:53:446
0.0367;3.7081;8.9079;0.8033;3.2713;9.21;-0.6872;0.3516;0.0338;0.2419;-0.3796;-0.0074;3.0;-28.47;9.18;-22.9;56.81;-19.49;-4.99;2.0;59.137;;;;NaN;;;;0 / 0;76567;2021-03-12 21:38:53:945
1.5219;3.5931;8.5533;1.0755;3.1862;9.2121;0.6105;0.3225;-0.0895;0.0957;0.2051;0.6872;3.9;-24.28;12.03;-21.37;49.25;-18.89;-5.46;2.0;58.846;;;;NaN;;;;0 / 0;77068;2021-03-12 21:38:54:446
1.9387;3.1045;8.9797;1.1135;2.6444;9.3775;0.6975;0.3216;-0.154;0.0298;0.1622;0.599;4.0;-11.44;16.23;-20.62;22.11;-15.66;-6.17;2.0;52.564;;;;NaN;;;;0 / 0;77567;2021-03-12 21:38:54:945
0.626;2.702;9.272;1.0074;2.7756;9.3516;-0.0574;-0.1437;-0.2324;0.0593;0.2201;0.2533;3.4;-4.63;16.55;-20.93;6.94;-16.44;-6.15;2.0;59.08;;;;NaN;;;;0 / 0;78067;2021-03-12 21:38:55:445
-0.8688;3.3057;9.6217;-0.1883;3.042;9.321;-0.9905;0.3163;-0.3353;-0.0673;-0.0731;-0.0962;2.4;-2.17;16.11;-22.07;6.33;-18.07;1.16;2.0;61.635;;;;NaN;;;;0 / 0;78566;2021-03-12 21:38:55:944
0.1469;3.2673;10.3691;0.3084;2.8377;9.382;-0.4851;0.5199;0.0078;-0.1872;-0.2013;-0.1708;3.0;-9.05;17.01;-21.72;15.02;-16.31;0.58;2.0;57.27;;;;NaN;;;;0 / 0;79068;2021-03-12 21:38:56:446
1.3542;2.4912;9.3391;0.7115;2.9641;9.3208;0.3628;-1.1249;-0.1745;0.0589;-0.1657;-0.0244;3.3;-14.28;15.41;-20.88;30.78;-17.14;-4.28;2.0;63.173;;;;NaN;;;;0 / 0;79566;2021-03-12 21:38:56:944
1.1961;2.9032;9.4397;0.8109;2.815;9.3589;0.4169;0.2447;-0.3786;-0.0076;0.1633;0.2432;3.3;-11.01;16.33;-19.64;23.42;-16.68;-4.95;2.0;61.67;;;;NaN;;;;0 / 0;80068;2021-03-12 21:38:57:446
-0.2508;2.587;8.7546;0.6989;3.577;9.1042;-0.3782;-1.1735;-0.6065;0.5799;0.7955;0.6634;3.0;-1.12;13.54;-23.25;357.96;-21.39;-4.39;2.0;56.056;;;;NaN;;;;0 / 0;80567;2021-03-12 21:38:57:945
0.626;3.3488;10.2158;0.8904;2.6585;9.3973;-0.4967;0.3843;-0.0762;-0.4462;-0.0933;-0.626;3.0;-2.08;15.21;-21.25;358.9;-18.41;-6.53;2.0;48.632;;;;NaN;;;;0 / 0;81067;2021-03-12 21:38:58:445
1.2009;2.3379;10.4841;1.4996;2.7286;9.2993;0.0468;-0.0305;1.6883;0.0116;0.4663;-0.4488;2.7;-16.4;15.67;-18.9;28.24;-16.65;-12.23;2.0;53.666;;;;NaN;;;;0 / 0;81573;2021-03-12 21:38:58:951
1.5842;3.368;8.539;1.5532;3.3133;9.0983;0.1675;0.0604;-0.9023;0.3054;-0.0097;0.2938;2.7;-13.86;14.46;-20.1;26.83;-19.75;-9.69;2.0;55.429;;;;NaN;;;;0 / 0;82067;2021-03-12 21:38:59:445
-0.7586;3.9572;9.5546;0.525;2.9431;9.3399;-0.2316;0.6067;-0.5722;0.0269;0.9165;0.3858;2.7;-2.86;15.44;-19.52;5.26;-17.46;-3.22;2.0;46.614;;;;NaN;;;;0 / 0;82566;2021-03-12 21:38:59:944
-0.6149;3.1236;10.4362;-0.3214;3.0752;9.3065;-0.2317;-0.7463;-0.9606;-1.4359;0.7049;0.4796;2.4;5.65;13.48;-18.94;343.67;-27.12;0.2;2.0;54.843;;;;NaN;;;;0 / 0;83066;2021-03-12 21:39:00:444
-0.5766;1.739;10.3212;-0.7723;1.6577;9.6346;-0.2852;0.4352;1.8764;1.8892;-1.4318;-0.7867;3.7;1.41;20.03;-10.58;2.54;-6.08;10.05;2.0;55.013;;;;NaN;;;;0 / 0;83567;2021-03-12 21:39:00:945
-1.4725;-0.8864;12.6879;-0.1812;-0.9669;9.7572;-1.3845;-0.743;3.2901;-1.9373;0.1362;-0.9667;2.7;-16.86;20.64;-7.61;40.41;5.66;1.06;2.0;54.611;;;;NaN;;;;0 / 0;84067;2021-03-12 21:39:01:445
-0.8065;0.4455;11.7058;-0.5126;1.5816;9.6647;-0.5302;0.1943;2.2924;-0.6889;0.2405;0.3444;3.3;-14.35;20.58;-8.86;33.24;-9.28;3.04;2.0;54.056;;;;NaN;;;;0 / 0;84567;2021-03-12 21:39:01:945
1.656;1.6959;7.3939;0.8029;3.1903;9.2384;1.1378;-3.3434;0.0022;1.6722;0.8841;0.5057;2.7;-6.67;19.0;-15.3;17.75;-13.56;0.13;2.0;48.84;;;;NaN;;;;0 / 0;85067;2021-03-12 21:39:02:445
0.3337;2.817;9.3822;0.2594;3.1096;9.2969;0.0648;1.6028;1.6633;-0.0663;-0.3208;-1.9096;2.7;-17.88;16.61;-15.74;40.97;-19.86;1.64;2.0;43.732;;;;NaN;;;;0 / 0;85567;2021-03-12 21:39:02:945
0.9565;0.9485;9.4301;-0.3289;1.2999;9.7146;1.238;-0.1085;-1.4121;-0.4321;-0.4961;-1.0916;3.3;-36.29;1.47;-8.82;86.59;-10.55;3.92;2.0;40.565;;;;NaN;;;;0 / 0;86068;2021-03-12 21:39:03:446
0.9422;2.8266;7.8634;0.2695;1.9456;9.6079;1.9218;1.0274;-0.8791;0.6038;-0.007;-1.649;2.7;-41.13;-15.71;-6.41;110.38;-6.07;-1.23;2.0;45.433;;;;NaN;;;;0 / 0;86567;2021-03-12 21:39:03:945
0.2187;2.8984;7.7005;-0.9161;2.5255;9.4315;0.826;0.5825;-1.0904;-0.5335;-1.7246;-1.3145;2.7;-39.75;-20.88;-10.65;114.22;-14.02;3.12;2.0;47.972;;;;NaN;;;;0 / 0;87067;2021-03-12 21:39:04:445
-0.9071;2.2325;10.1056;-0.965;1.2745;9.6755;-0.4719;1.0407;-0.1412;0.0547;-0.7941;-0.9371;2.4;-26.53;-40.81;-8.13;145.17;-9.47;3.01;2.0;50.435;;;;NaN;;;;0 / 0;87567;2021-03-12 21:39:04:945
1.5027;1.2983;9.5403;0.3923;1.5109;9.6816;-0.7322;0.4944;-0.0133;0.4258;-0.4373;0.4727;2.7;-22.15;-44.58;-5.5;153.46;-7.16;-0.18;2.0;61.729;;;;NaN;;;;0 / 0;88067;2021-03-12 21:39:05:445
2.0153;2.1367;11.7824;-0.3401;1.1881;9.7285;1.0655;1.83;1.2235;0.0198;-1.0644;-0.8034;3.0;-16.54;-46.29;-7.23;159.0;-6.96;2.0;2.0;56.063;;;;NaN;;;;0 / 0;88567;2021-03-12 21:39:05:945
1.8956;1.2216;12.3286;0.3798;0.6972;9.7745;1.0355;0.3308;2.3861;0.8625;-0.2899;0.9935;3.3;-22.11;-43.02;-10.98;152.97;-3.38;-2.28;2.0;43.119;;;;NaN;;;;0 / 0;89067;2021-03-12 21:39:06:445
0.5733;3.0757;7.7005;1.9618;2.0455;9.3882;0.7218;-0.6991;1.9581;-0.8677;0.3283;-0.7417;2.7;-26.9;-41.72;-6.08;146.93;-12.04;-11.8;2.0;44.999;;;;NaN;;;;0 / 0;89567;2021-03-12 21:39:06:945
